Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2000,New Brunswick,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835177,5.4.1.5,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835177,5.4.1.5,41500
2010,New Brunswick,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835177,5.4.1.5,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835178,5.4.2.1,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835178,5.4.2.1,38
2010,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835178,5.4.2.1,23
2000,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835179,5.4.2.2,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835179,5.4.2.2,67
2010,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835179,5.4.2.2,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835180,5.4.2.3,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835180,5.4.2.3,45200
2010,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835180,5.4.2.3,48500
2000,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835181,5.4.2.4,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835181,5.4.2.4,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835181,5.4.2.4,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835182,5.4.2.5,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835182,5.4.2.5,45700
2010,New Brunswick,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835182,5.4.2.5,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835183,5.4.3.1,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835183,5.4.3.1,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835183,5.4.3.1,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835184,5.4.3.2,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835184,5.4.3.2,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835184,5.4.3.2,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835185,5.4.3.3,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835185,5.4.3.3,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835185,5.4.3.3,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835186,5.4.3.4,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835186,5.4.3.4,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835186,5.4.3.4,
2000,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835187,5.4.3.5,
2005,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835187,5.4.3.5,
2010,New Brunswick,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835187,5.4.3.5,
2000,Quebec,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835188,6.1.1.1,52
2005,Quebec,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835188,6.1.1.1,42
2010,Quebec,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835188,6.1.1.1,40
