Ref_Date,Geo,School,Gender,Stats,Vector,Coordinate,Value
2005,Saskatchewan,Masters,Females,Employed fulltime percent,v88833030,9.3.3.3,76
2010,Saskatchewan,Masters,Females,Employed fulltime percent,v88833030,9.3.3.3,82
2000,Saskatchewan,Masters,Females,Employed parttime percent,v88833031,9.3.3.4,9
2005,Saskatchewan,Masters,Females,Employed parttime percent,v88833031,9.3.3.4,9
2010,Saskatchewan,Masters,Females,Employed parttime percent,v88833031,9.3.3.4,
2000,Saskatchewan,Masters,Females,Out of labour force percent,v88833032,9.3.3.5,4
2005,Saskatchewan,Masters,Females,Out of labour force percent,v88833032,9.3.3.5,8
2010,Saskatchewan,Masters,Females,Out of labour force percent,v88833032,9.3.3.5,
2000,Saskatchewan,Masters,Females,Unemployed rate,v88833033,9.3.3.6,4
2005,Saskatchewan,Masters,Females,Unemployed rate,v88833033,9.3.3.6,4
2010,Saskatchewan,Masters,Females,Unemployed rate,v88833033,9.3.3.6,
2000,Saskatchewan,Doctorate,Both sexes,Number of graduates,v88833034,9.4.1.1,100
2005,Saskatchewan,Doctorate,Both sexes,Number of graduates,v88833034,9.4.1.1,100
2010,Saskatchewan,Doctorate,Both sexes,Number of graduates,v88833034,9.4.1.1,100
2000,Saskatchewan,Doctorate,Both sexes,Employed percent,v88833035,9.4.1.2,88
2005,Saskatchewan,Doctorate,Both sexes,Employed percent,v88833035,9.4.1.2,92
2010,Saskatchewan,Doctorate,Both sexes,Employed percent,v88833035,9.4.1.2,96
2000,Saskatchewan,Doctorate,Both sexes,Employed fulltime percent,v88833036,9.4.1.3,85
2005,Saskatchewan,Doctorate,Both sexes,Employed fulltime percent,v88833036,9.4.1.3,86
2010,Saskatchewan,Doctorate,Both sexes,Employed fulltime percent,v88833036,9.4.1.3,94
2000,Saskatchewan,Doctorate,Both sexes,Employed parttime percent,v88833037,9.4.1.4,
2005,Saskatchewan,Doctorate,Both sexes,Employed parttime percent,v88833037,9.4.1.4,
2010,Saskatchewan,Doctorate,Both sexes,Employed parttime percent,v88833037,9.4.1.4,
2000,Saskatchewan,Doctorate,Both sexes,Out of labour force percent,v88833038,9.4.1.5,
2005,Saskatchewan,Doctorate,Both sexes,Out of labour force percent,v88833038,9.4.1.5,
2010,Saskatchewan,Doctorate,Both sexes,Out of labour force percent,v88833038,9.4.1.5,
2000,Saskatchewan,Doctorate,Both sexes,Unemployed rate,v88833039,9.4.1.6,
2005,Saskatchewan,Doctorate,Both sexes,Unemployed rate,v88833039,9.4.1.6,
2010,Saskatchewan,Doctorate,Both sexes,Unemployed rate,v88833039,9.4.1.6,
2000,Saskatchewan,Doctorate,Males,Number of graduates,v88833040,9.4.2.1,100
2005,Saskatchewan,Doctorate,Males,Number of graduates,v88833040,9.4.2.1,0
2010,Saskatchewan,Doctorate,Males,Number of graduates,v88833040,9.4.2.1,100
2000,Saskatchewan,Doctorate,Males,Employed percent,v88833041,9.4.2.2,86
2005,Saskatchewan,Doctorate,Males,Employed percent,v88833041,9.4.2.2,91
2010,Saskatchewan,Doctorate,Males,Employed percent,v88833041,9.4.2.2,100
2000,Saskatchewan,Doctorate,Males,Employed fulltime percent,v88833042,9.4.2.3,84
2005,Saskatchewan,Doctorate,Males,Employed fulltime percent,v88833042,9.4.2.3,85
2010,Saskatchewan,Doctorate,Males,Employed fulltime percent,v88833042,9.4.2.3,100
2000,Saskatchewan,Doctorate,Males,Employed parttime percent,v88833043,9.4.2.4,
2005,Saskatchewan,Doctorate,Males,Employed parttime percent,v88833043,9.4.2.4,
2010,Saskatchewan,Doctorate,Males,Employed parttime percent,v88833043,9.4.2.4,
2000,Saskatchewan,Doctorate,Males,Out of labour force percent,v88833044,9.4.2.5,
2005,Saskatchewan,Doctorate,Males,Out of labour force percent,v88833044,9.4.2.5,
2010,Saskatchewan,Doctorate,Males,Out of labour force percent,v88833044,9.4.2.5,
2000,Saskatchewan,Doctorate,Males,Unemployed rate,v88833045,9.4.2.6,
2005,Saskatchewan,Doctorate,Males,Unemployed rate,v88833045,9.4.2.6,
2010,Saskatchewan,Doctorate,Males,Unemployed rate,v88833045,9.4.2.6,
2000,Saskatchewan,Doctorate,Females,Number of graduates,v88833046,9.4.3.1,0
2005,Saskatchewan,Doctorate,Females,Number of graduates,v88833046,9.4.3.1,0
2010,Saskatchewan,Doctorate,Females,Number of graduates,v88833046,9.4.3.1,100
2000,Saskatchewan,Doctorate,Females,Employed percent,v88833047,9.4.3.2,92
2005,Saskatchewan,Doctorate,Females,Employed percent,v88833047,9.4.3.2,94
2010,Saskatchewan,Doctorate,Females,Employed percent,v88833047,9.4.3.2,92
2000,Saskatchewan,Doctorate,Females,Employed fulltime percent,v88833048,9.4.3.3,86
2005,Saskatchewan,Doctorate,Females,Employed fulltime percent,v88833048,9.4.3.3,88
2010,Saskatchewan,Doctorate,Females,Employed fulltime percent,v88833048,9.4.3.3,88
2000,Saskatchewan,Doctorate,Females,Employed parttime percent,v88833049,9.4.3.4,
2005,Saskatchewan,Doctorate,Females,Employed parttime percent,v88833049,9.4.3.4,
2010,Saskatchewan,Doctorate,Females,Employed parttime percent,v88833049,9.4.3.4,
2000,Saskatchewan,Doctorate,Females,Out of labour force percent,v88833050,9.4.3.5,
2005,Saskatchewan,Doctorate,Females,Out of labour force percent,v88833050,9.4.3.5,
2010,Saskatchewan,Doctorate,Females,Out of labour force percent,v88833050,9.4.3.5,
2000,Saskatchewan,Doctorate,Females,Unemployed rate,v88833051,9.4.3.6,
2005,Saskatchewan,Doctorate,Females,Unemployed rate,v88833051,9.4.3.6,
2010,Saskatchewan,Doctorate,Females,Unemployed rate,v88833051,9.4.3.6,
2000,Alberta,College,Both sexes,Number of graduates,v88833052,10.1.1.1,4200
2005,Alberta,College,Both sexes,Number of graduates,v88833052,10.1.1.1,7200
2010,Alberta,College,Both sexes,Number of graduates,v88833052,10.1.1.1,8700
2000,Alberta,College,Both sexes,Employed percent,v88833053,10.1.1.2,91
2005,Alberta,College,Both sexes,Employed percent,v88833053,10.1.1.2,92
2010,Alberta,College,Both sexes,Employed percent,v88833053,10.1.1.2,92
2000,Alberta,College,Both sexes,Employed fulltime percent,v88833054,10.1.1.3,84
2005,Alberta,College,Both sexes,Employed fulltime percent,v88833054,10.1.1.3,84
2010,Alberta,College,Both sexes,Employed fulltime percent,v88833054,10.1.1.3,84
2000,Alberta,College,Both sexes,Employed parttime percent,v88833055,10.1.1.4,6
2005,Alberta,College,Both sexes,Employed parttime percent,v88833055,10.1.1.4,7
2010,Alberta,College,Both sexes,Employed parttime percent,v88833055,10.1.1.4,8
2000,Alberta,College,Both sexes,Out of labour force percent,v88833056,10.1.1.5,3
2005,Alberta,College,Both sexes,Out of labour force percent,v88833056,10.1.1.5,5
2010,Alberta,College,Both sexes,Out of labour force percent,v88833056,10.1.1.5,5
2000,Alberta,College,Both sexes,Unemployed rate,v88833057,10.1.1.6,6
2005,Alberta,College,Both sexes,Unemployed rate,v88833057,10.1.1.6,3
2010,Alberta,College,Both sexes,Unemployed rate,v88833057,10.1.1.6,
2000,Alberta,College,Males,Number of graduates,v88833058,10.1.2.1,1800
2005,Alberta,College,Males,Number of graduates,v88833058,10.1.2.1,2600
2010,Alberta,College,Males,Number of graduates,v88833058,10.1.2.1,3600
2000,Alberta,College,Males,Employed percent,v88833059,10.1.2.2,91
2005,Alberta,College,Males,Employed percent,v88833059,10.1.2.2,95
2010,Alberta,College,Males,Employed percent,v88833059,10.1.2.2,98
2000,Alberta,College,Males,Employed fulltime percent,v88833060,10.1.2.3,89
2005,Alberta,College,Males,Employed fulltime percent,v88833060,10.1.2.3,93
2010,Alberta,College,Males,Employed fulltime percent,v88833060,10.1.2.3,96
2000,Alberta,College,Males,Employed parttime percent,v88833061,10.1.2.4,
2005,Alberta,College,Males,Employed parttime percent,v88833061,10.1.2.4,1
2010,Alberta,College,Males,Employed parttime percent,v88833061,10.1.2.4,
2000,Alberta,College,Males,Out of labour force percent,v88833062,10.1.2.5,2
2005,Alberta,College,Males,Out of labour force percent,v88833062,10.1.2.5,
2010,Alberta,College,Males,Out of labour force percent,v88833062,10.1.2.5,
2000,Alberta,College,Males,Unemployed rate,v88833063,10.1.2.6,7
2005,Alberta,College,Males,Unemployed rate,v88833063,10.1.2.6,3
2010,Alberta,College,Males,Unemployed rate,v88833063,10.1.2.6,
2000,Alberta,College,Females,Number of graduates,v88833064,10.1.3.1,2400
2005,Alberta,College,Females,Number of graduates,v88833064,10.1.3.1,4700
2010,Alberta,College,Females,Number of graduates,v88833064,10.1.3.1,5200
2000,Alberta,College,Females,Employed percent,v88833065,10.1.3.2,90
2005,Alberta,College,Females,Employed percent,v88833065,10.1.3.2,90
2010,Alberta,College,Females,Employed percent,v88833065,10.1.3.2,88
2000,Alberta,College,Females,Employed fulltime percent,v88833066,10.1.3.3,80
2005,Alberta,College,Females,Employed fulltime percent,v88833066,10.1.3.3,79
2010,Alberta,College,Females,Employed fulltime percent,v88833066,10.1.3.3,76
2000,Alberta,College,Females,Employed parttime percent,v88833067,10.1.3.4,10
2005,Alberta,College,Females,Employed parttime percent,v88833067,10.1.3.4,11
2010,Alberta,College,Females,Employed parttime percent,v88833067,10.1.3.4,12
2000,Alberta,College,Females,Out of labour force percent,v88833068,10.1.3.5,5
2005,Alberta,College,Females,Out of labour force percent,v88833068,10.1.3.5,7
2010,Alberta,College,Females,Out of labour force percent,v88833068,10.1.3.5,8
2000,Alberta,College,Females,Unemployed rate,v88833069,10.1.3.6,6
2005,Alberta,College,Females,Unemployed rate,v88833069,10.1.3.6,3
2010,Alberta,College,Females,Unemployed rate,v88833069,10.1.3.6,
2000,Alberta,Bachelors,Both sexes,Number of graduates,v88833070,10.2.1.1,7500
2005,Alberta,Bachelors,Both sexes,Number of graduates,v88833070,10.2.1.1,10000
2010,Alberta,Bachelors,Both sexes,Number of graduates,v88833070,10.2.1.1,9900
2000,Alberta,Bachelors,Both sexes,Employed percent,v88833071,10.2.1.2,92
2005,Alberta,Bachelors,Both sexes,Employed percent,v88833071,10.2.1.2,93
2010,Alberta,Bachelors,Both sexes,Employed percent,v88833071,10.2.1.2,93
2000,Alberta,Bachelors,Both sexes,Employed fulltime percent,v88833072,10.2.1.3,82
2005,Alberta,Bachelors,Both sexes,Employed fulltime percent,v88833072,10.2.1.3,87
2010,Alberta,Bachelors,Both sexes,Employed fulltime percent,v88833072,10.2.1.3,84
2000,Alberta,Bachelors,Both sexes,Employed parttime percent,v88833073,10.2.1.4,9
2005,Alberta,Bachelors,Both sexes,Employed parttime percent,v88833073,10.2.1.4,5
2010,Alberta,Bachelors,Both sexes,Employed parttime percent,v88833073,10.2.1.4,8
2000,Alberta,Bachelors,Both sexes,Out of labour force percent,v88833074,10.2.1.5,2
2005,Alberta,Bachelors,Both sexes,Out of labour force percent,v88833074,10.2.1.5,3
2010,Alberta,Bachelors,Both sexes,Out of labour force percent,v88833074,10.2.1.5,4
2000,Alberta,Bachelors,Both sexes,Unemployed rate,v88833075,10.2.1.6,5
2005,Alberta,Bachelors,Both sexes,Unemployed rate,v88833075,10.2.1.6,4
2010,Alberta,Bachelors,Both sexes,Unemployed rate,v88833075,10.2.1.6,3
2000,Alberta,Bachelors,Males,Number of graduates,v88833076,10.2.2.1,3000
2005,Alberta,Bachelors,Males,Number of graduates,v88833076,10.2.2.1,3800
2010,Alberta,Bachelors,Males,Number of graduates,v88833076,10.2.2.1,4000
2000,Alberta,Bachelors,Males,Employed percent,v88833077,10.2.2.2,93
2005,Alberta,Bachelors,Males,Employed percent,v88833077,10.2.2.2,96
2010,Alberta,Bachelors,Males,Employed percent,v88833077,10.2.2.2,95
2000,Alberta,Bachelors,Males,Employed fulltime percent,v88833078,10.2.2.3,86
2005,Alberta,Bachelors,Males,Employed fulltime percent,v88833078,10.2.2.3,92
2010,Alberta,Bachelors,Males,Employed fulltime percent,v88833078,10.2.2.3,92
2000,Alberta,Bachelors,Males,Employed parttime percent,v88833079,10.2.2.4,6
2005,Alberta,Bachelors,Males,Employed parttime percent,v88833079,10.2.2.4,3
2010,Alberta,Bachelors,Males,Employed parttime percent,v88833079,10.2.2.4,4
2000,Alberta,Bachelors,Males,Out of labour force percent,v88833080,10.2.2.5,
2005,Alberta,Bachelors,Males,Out of labour force percent,v88833080,10.2.2.5,
2010,Alberta,Bachelors,Males,Out of labour force percent,v88833080,10.2.2.5,
2000,Alberta,Bachelors,Males,Unemployed rate,v88833081,10.2.2.6,5
2005,Alberta,Bachelors,Males,Unemployed rate,v88833081,10.2.2.6,3
2010,Alberta,Bachelors,Males,Unemployed rate,v88833081,10.2.2.6,
2000,Alberta,Bachelors,Females,Number of graduates,v88833082,10.2.3.1,4500
2005,Alberta,Bachelors,Females,Number of graduates,v88833082,10.2.3.1,6200
2010,Alberta,Bachelors,Females,Number of graduates,v88833082,10.2.3.1,5900
2000,Alberta,Bachelors,Females,Employed percent,v88833083,10.2.3.2,92
2005,Alberta,Bachelors,Females,Employed percent,v88833083,10.2.3.2,91
2010,Alberta,Bachelors,Females,Employed percent,v88833083,10.2.3.2,91
2000,Alberta,Bachelors,Females,Employed fulltime percent,v88833084,10.2.3.3,80
2005,Alberta,Bachelors,Females,Employed fulltime percent,v88833084,10.2.3.3,83
2010,Alberta,Bachelors,Females,Employed fulltime percent,v88833084,10.2.3.3,79
2000,Alberta,Bachelors,Females,Employed parttime percent,v88833085,10.2.3.4,11
2005,Alberta,Bachelors,Females,Employed parttime percent,v88833085,10.2.3.4,6
2010,Alberta,Bachelors,Females,Employed parttime percent,v88833085,10.2.3.4,11
2000,Alberta,Bachelors,Females,Out of labour force percent,v88833086,10.2.3.5,3
2005,Alberta,Bachelors,Females,Out of labour force percent,v88833086,10.2.3.5,5
2010,Alberta,Bachelors,Females,Out of labour force percent,v88833086,10.2.3.5,6
2000,Alberta,Bachelors,Females,Unemployed rate,v88833087,10.2.3.6,6
2005,Alberta,Bachelors,Females,Unemployed rate,v88833087,10.2.3.6,5
2010,Alberta,Bachelors,Females,Unemployed rate,v88833087,10.2.3.6,4
2000,Alberta,Masters,Both sexes,Number of graduates,v88833088,10.3.1.1,1600
2005,Alberta,Masters,Both sexes,Number of graduates,v88833088,10.3.1.1,2200
2010,Alberta,Masters,Both sexes,Number of graduates,v88833088,10.3.1.1,2600
2000,Alberta,Masters,Both sexes,Employed percent,v88833089,10.3.1.2,94
2005,Alberta,Masters,Both sexes,Employed percent,v88833089,10.3.1.2,95
2010,Alberta,Masters,Both sexes,Employed percent,v88833089,10.3.1.2,93
2000,Alberta,Masters,Both sexes,Employed fulltime percent,v88833090,10.3.1.3,85
2005,Alberta,Masters,Both sexes,Employed fulltime percent,v88833090,10.3.1.3,89
2010,Alberta,Masters,Both sexes,Employed fulltime percent,v88833090,10.3.1.3,85
2000,Alberta,Masters,Both sexes,Employed parttime percent,v88833091,10.3.1.4,8
2005,Alberta,Masters,Both sexes,Employed parttime percent,v88833091,10.3.1.4,5
2010,Alberta,Masters,Both sexes,Employed parttime percent,v88833091,10.3.1.4,8
2000,Alberta,Masters,Both sexes,Out of labour force percent,v88833092,10.3.1.5,2
2005,Alberta,Masters,Both sexes,Out of labour force percent,v88833092,10.3.1.5,2
2010,Alberta,Masters,Both sexes,Out of labour force percent,v88833092,10.3.1.5,3
2000,Alberta,Masters,Both sexes,Unemployed rate,v88833093,10.3.1.6,4
2005,Alberta,Masters,Both sexes,Unemployed rate,v88833093,10.3.1.6,3
2010,Alberta,Masters,Both sexes,Unemployed rate,v88833093,10.3.1.6,4
2000,Alberta,Masters,Males,Number of graduates,v88833094,10.3.2.1,700
2005,Alberta,Masters,Males,Number of graduates,v88833094,10.3.2.1,1000
2010,Alberta,Masters,Males,Number of graduates,v88833094,10.3.2.1,1100
2000,Alberta,Masters,Males,Employed percent,v88833095,10.3.2.2,98
2005,Alberta,Masters,Males,Employed percent,v88833095,10.3.2.2,96
2010,Alberta,Masters,Males,Employed percent,v88833095,10.3.2.2,95
2000,Alberta,Masters,Males,Employed fulltime percent,v88833096,10.3.2.3,96
2005,Alberta,Masters,Males,Employed fulltime percent,v88833096,10.3.2.3,91
2010,Alberta,Masters,Males,Employed fulltime percent,v88833096,10.3.2.3,93
2000,Alberta,Masters,Males,Employed parttime percent,v88833097,10.3.2.4,
2005,Alberta,Masters,Males,Employed parttime percent,v88833097,10.3.2.4,4
2010,Alberta,Masters,Males,Employed parttime percent,v88833097,10.3.2.4,
2000,Alberta,Masters,Males,Out of labour force percent,v88833098,10.3.2.5,
2005,Alberta,Masters,Males,Out of labour force percent,v88833098,10.3.2.5,
2010,Alberta,Masters,Males,Out of labour force percent,v88833098,10.3.2.5,
2000,Alberta,Masters,Males,Unemployed rate,v88833099,10.3.2.6,2
2005,Alberta,Masters,Males,Unemployed rate,v88833099,10.3.2.6,2
2010,Alberta,Masters,Males,Unemployed rate,v88833099,10.3.2.6,
2000,Alberta,Masters,Females,Number of graduates,v88833100,10.3.3.1,900
2005,Alberta,Masters,Females,Number of graduates,v88833100,10.3.3.1,1200
2010,Alberta,Masters,Females,Number of graduates,v88833100,10.3.3.1,1600
2000,Alberta,Masters,Females,Employed percent,v88833101,10.3.3.2,91
2005,Alberta,Masters,Females,Employed percent,v88833101,10.3.3.2,94
2010,Alberta,Masters,Females,Employed percent,v88833101,10.3.3.2,92
2000,Alberta,Masters,Females,Employed fulltime percent,v88833102,10.3.3.3,75
2005,Alberta,Masters,Females,Employed fulltime percent,v88833102,10.3.3.3,86
2010,Alberta,Masters,Females,Employed fulltime percent,v88833102,10.3.3.3,80
2000,Alberta,Masters,Females,Employed parttime percent,v88833103,10.3.3.4,14
2005,Alberta,Masters,Females,Employed parttime percent,v88833103,10.3.3.4,7
2010,Alberta,Masters,Females,Employed parttime percent,v88833103,10.3.3.4,12
2000,Alberta,Masters,Females,Out of labour force percent,v88833104,10.3.3.5,3
2005,Alberta,Masters,Females,Out of labour force percent,v88833104,10.3.3.5,3
2010,Alberta,Masters,Females,Out of labour force percent,v88833104,10.3.3.5,
2000,Alberta,Masters,Females,Unemployed rate,v88833105,10.3.3.6,6
2005,Alberta,Masters,Females,Unemployed rate,v88833105,10.3.3.6,3
2010,Alberta,Masters,Females,Unemployed rate,v88833105,10.3.3.6,
2000,Alberta,Doctorate,Both sexes,Number of graduates,v88833106,10.4.1.1,400
2005,Alberta,Doctorate,Both sexes,Number of graduates,v88833106,10.4.1.1,400
2010,Alberta,Doctorate,Both sexes,Number of graduates,v88833106,10.4.1.1,600
2000,Alberta,Doctorate,Both sexes,Employed percent,v88833107,10.4.1.2,95
2005,Alberta,Doctorate,Both sexes,Employed percent,v88833107,10.4.1.2,95
2010,Alberta,Doctorate,Both sexes,Employed percent,v88833107,10.4.1.2,93
2000,Alberta,Doctorate,Both sexes,Employed fulltime percent,v88833108,10.4.1.3,90
2005,Alberta,Doctorate,Both sexes,Employed fulltime percent,v88833108,10.4.1.3,84
2010,Alberta,Doctorate,Both sexes,Employed fulltime percent,v88833108,10.4.1.3,88
2000,Alberta,Doctorate,Both sexes,Employed parttime percent,v88833109,10.4.1.4,4
2005,Alberta,Doctorate,Both sexes,Employed parttime percent,v88833109,10.4.1.4,7
2010,Alberta,Doctorate,Both sexes,Employed parttime percent,v88833109,10.4.1.4,4
2000,Alberta,Doctorate,Both sexes,Out of labour force percent,v88833110,10.4.1.5,
2005,Alberta,Doctorate,Both sexes,Out of labour force percent,v88833110,10.4.1.5,2
2010,Alberta,Doctorate,Both sexes,Out of labour force percent,v88833110,10.4.1.5,
2000,Alberta,Doctorate,Both sexes,Unemployed rate,v88833111,10.4.1.6,3
2005,Alberta,Doctorate,Both sexes,Unemployed rate,v88833111,10.4.1.6,3
2010,Alberta,Doctorate,Both sexes,Unemployed rate,v88833111,10.4.1.6,5
2000,Alberta,Doctorate,Males,Number of graduates,v88833112,10.4.2.1,200
2005,Alberta,Doctorate,Males,Number of graduates,v88833112,10.4.2.1,200
2010,Alberta,Doctorate,Males,Number of graduates,v88833112,10.4.2.1,300
2000,Alberta,Doctorate,Males,Employed percent,v88833113,10.4.2.2,97
2005,Alberta,Doctorate,Males,Employed percent,v88833113,10.4.2.2,95
2010,Alberta,Doctorate,Males,Employed percent,v88833113,10.4.2.2,90
2000,Alberta,Doctorate,Males,Employed fulltime percent,v88833114,10.4.2.3,94
2005,Alberta,Doctorate,Males,Employed fulltime percent,v88833114,10.4.2.3,89
2010,Alberta,Doctorate,Males,Employed fulltime percent,v88833114,10.4.2.3,87
2000,Alberta,Doctorate,Males,Employed parttime percent,v88833115,10.4.2.4,
2005,Alberta,Doctorate,Males,Employed parttime percent,v88833115,10.4.2.4,
2010,Alberta,Doctorate,Males,Employed parttime percent,v88833115,10.4.2.4,
2000,Alberta,Doctorate,Males,Out of labour force percent,v88833116,10.4.2.5,
2005,Alberta,Doctorate,Males,Out of labour force percent,v88833116,10.4.2.5,
2010,Alberta,Doctorate,Males,Out of labour force percent,v88833116,10.4.2.5,
2000,Alberta,Doctorate,Males,Unemployed rate,v88833117,10.4.2.6,
2005,Alberta,Doctorate,Males,Unemployed rate,v88833117,10.4.2.6,3
2010,Alberta,Doctorate,Males,Unemployed rate,v88833117,10.4.2.6,7
2000,Alberta,Doctorate,Females,Number of graduates,v88833118,10.4.3.1,200
2005,Alberta,Doctorate,Females,Number of graduates,v88833118,10.4.3.1,200
2010,Alberta,Doctorate,Females,Number of graduates,v88833118,10.4.3.1,300
2000,Alberta,Doctorate,Females,Employed percent,v88833119,10.4.3.2,93
2005,Alberta,Doctorate,Females,Employed percent,v88833119,10.4.3.2,94
2010,Alberta,Doctorate,Females,Employed percent,v88833119,10.4.3.2,96
2000,Alberta,Doctorate,Females,Employed fulltime percent,v88833120,10.4.3.3,84
2005,Alberta,Doctorate,Females,Employed fulltime percent,v88833120,10.4.3.3,79
2010,Alberta,Doctorate,Females,Employed fulltime percent,v88833120,10.4.3.3,90
2000,Alberta,Doctorate,Females,Employed parttime percent,v88833121,10.4.3.4,9
2005,Alberta,Doctorate,Females,Employed parttime percent,v88833121,10.4.3.4,12
2010,Alberta,Doctorate,Females,Employed parttime percent,v88833121,10.4.3.4,5
2000,Alberta,Doctorate,Females,Out of labour force percent,v88833122,10.4.3.5,
2005,Alberta,Doctorate,Females,Out of labour force percent,v88833122,10.4.3.5,
2010,Alberta,Doctorate,Females,Out of labour force percent,v88833122,10.4.3.5,
2000,Alberta,Doctorate,Females,Unemployed rate,v88833123,10.4.3.6,5
2005,Alberta,Doctorate,Females,Unemployed rate,v88833123,10.4.3.6,
2010,Alberta,Doctorate,Females,Unemployed rate,v88833123,10.4.3.6,
2000,British Columbia,College,Both sexes,Number of graduates,v88833124,11.1.1.1,10400
2005,British Columbia,College,Both sexes,Number of graduates,v88833124,11.1.1.1,8200
2010,British Columbia,College,Both sexes,Number of graduates,v88833124,11.1.1.1,12100
2000,British Columbia,College,Both sexes,Employed percent,v88833125,11.1.1.2,88
2005,British Columbia,College,Both sexes,Employed percent,v88833125,11.1.1.2,93
2010,British Columbia,College,Both sexes,Employed percent,v88833125,11.1.1.2,91
2000,British Columbia,College,Both sexes,Employed fulltime percent,v88833126,11.1.1.3,75
2005,British Columbia,College,Both sexes,Employed fulltime percent,v88833126,11.1.1.3,80
2010,British Columbia,College,Both sexes,Employed fulltime percent,v88833126,11.1.1.3,79
2000,British Columbia,College,Both sexes,Employed parttime percent,v88833127,11.1.1.4,12
2005,British Columbia,College,Both sexes,Employed parttime percent,v88833127,11.1.1.4,12
2010,British Columbia,College,Both sexes,Employed parttime percent,v88833127,11.1.1.4,12
2000,British Columbia,College,Both sexes,Out of labour force percent,v88833128,11.1.1.5,5
2005,British Columbia,College,Both sexes,Out of labour force percent,v88833128,11.1.1.5,3
2010,British Columbia,College,Both sexes,Out of labour force percent,v88833128,11.1.1.5,6
2000,British Columbia,College,Both sexes,Unemployed rate,v88833129,11.1.1.6,7
2005,British Columbia,College,Both sexes,Unemployed rate,v88833129,11.1.1.6,4
2010,British Columbia,College,Both sexes,Unemployed rate,v88833129,11.1.1.6,3
2000,British Columbia,College,Males,Number of graduates,v88833130,11.1.2.1,4500
2005,British Columbia,College,Males,Number of graduates,v88833130,11.1.2.1,3300
2010,British Columbia,College,Males,Number of graduates,v88833130,11.1.2.1,5100
2000,British Columbia,College,Males,Employed percent,v88833131,11.1.2.2,89
2005,British Columbia,College,Males,Employed percent,v88833131,11.1.2.2,92
2010,British Columbia,College,Males,Employed percent,v88833131,11.1.2.2,94
2000,British Columbia,College,Males,Employed fulltime percent,v88833132,11.1.2.3,83
2005,British Columbia,College,Males,Employed fulltime percent,v88833132,11.1.2.3,86
2010,British Columbia,College,Males,Employed fulltime percent,v88833132,11.1.2.3,88
2000,British Columbia,College,Males,Employed parttime percent,v88833133,11.1.2.4,5
2005,British Columbia,College,Males,Employed parttime percent,v88833133,11.1.2.4,5
2010,British Columbia,College,Males,Employed parttime percent,v88833133,11.1.2.4,5
2000,British Columbia,College,Males,Out of labour force percent,v88833134,11.1.2.5,3
2005,British Columbia,College,Males,Out of labour force percent,v88833134,11.1.2.5,
2010,British Columbia,College,Males,Out of labour force percent,v88833134,11.1.2.5,
2000,British Columbia,College,Males,Unemployed rate,v88833135,11.1.2.6,8
2005,British Columbia,College,Males,Unemployed rate,v88833135,11.1.2.6,5
2010,British Columbia,College,Males,Unemployed rate,v88833135,11.1.2.6,
2000,British Columbia,College,Females,Number of graduates,v88833136,11.1.3.1,5800
2005,British Columbia,College,Females,Number of graduates,v88833136,11.1.3.1,5000
2010,British Columbia,College,Females,Number of graduates,v88833136,11.1.3.1,7000
2000,British Columbia,College,Females,Employed percent,v88833137,11.1.3.2,88
2005,British Columbia,College,Females,Employed percent,v88833137,11.1.3.2,94
2010,British Columbia,College,Females,Employed percent,v88833137,11.1.3.2,89
2000,British Columbia,College,Females,Employed fulltime percent,v88833138,11.1.3.3,70
2005,British Columbia,College,Females,Employed fulltime percent,v88833138,11.1.3.3,76
2010,British Columbia,College,Females,Employed fulltime percent,v88833138,11.1.3.3,73
2000,British Columbia,College,Females,Employed parttime percent,v88833139,11.1.3.4,17
2005,British Columbia,College,Females,Employed parttime percent,v88833139,11.1.3.4,16
2010,British Columbia,College,Females,Employed parttime percent,v88833139,11.1.3.4,16
2000,British Columbia,College,Females,Out of labour force percent,v88833140,11.1.3.5,6
2005,British Columbia,College,Females,Out of labour force percent,v88833140,11.1.3.5,3
2010,British Columbia,College,Females,Out of labour force percent,v88833140,11.1.3.5,8
2000,British Columbia,College,Females,Unemployed rate,v88833141,11.1.3.6,6
2005,British Columbia,College,Females,Unemployed rate,v88833141,11.1.3.6,3
2010,British Columbia,College,Females,Unemployed rate,v88833141,11.1.3.6,
2000,British Columbia,Bachelors,Both sexes,Number of graduates,v88833142,11.2.1.1,9900
2005,British Columbia,Bachelors,Both sexes,Number of graduates,v88833142,11.2.1.1,11500
2010,British Columbia,Bachelors,Both sexes,Number of graduates,v88833142,11.2.1.1,14800
2000,British Columbia,Bachelors,Both sexes,Employed percent,v88833143,11.2.1.2,88
2005,British Columbia,Bachelors,Both sexes,Employed percent,v88833143,11.2.1.2,93
2010,British Columbia,Bachelors,Both sexes,Employed percent,v88833143,11.2.1.2,90
2000,British Columbia,Bachelors,Both sexes,Employed fulltime percent,v88833144,11.2.1.3,76
2005,British Columbia,Bachelors,Both sexes,Employed fulltime percent,v88833144,11.2.1.3,82
2010,British Columbia,Bachelors,Both sexes,Employed fulltime percent,v88833144,11.2.1.3,81
2000,British Columbia,Bachelors,Both sexes,Employed parttime percent,v88833145,11.2.1.4,11
2005,British Columbia,Bachelors,Both sexes,Employed parttime percent,v88833145,11.2.1.4,9
