Ref_Date,GEO,HAR,Vector,Coordinate,Value
1962,Nova Scotia,Average yield (tons per acre),v47232,9.2,12.73
1963,Nova Scotia,Average yield (tons per acre),v47232,9.2,13.16
1964,Nova Scotia,Average yield (tons per acre),v47232,9.2,12.78
1965,Nova Scotia,Average yield (tons per acre),v47232,9.2,13.33
1966,Nova Scotia,Average yield (tons per acre),v47232,9.2,13.85
1967,Nova Scotia,Average yield (tons per acre),v47232,9.2,10.00
1968,Nova Scotia,Average yield (tons per acre),v47232,9.2,11.00
1969,Nova Scotia,Average yield (tons per acre),v47232,9.2,14.48
1970,Nova Scotia,Average yield (tons per acre),v47232,9.2,12.50
1971,Nova Scotia,Average yield (tons per acre),v47232,9.2,14.00
1972,Nova Scotia,Average yield (tons per acre),v47232,9.2,10.70
1973,Nova Scotia,Average yield (tons per acre),v47232,9.2,8.84
1974,Nova Scotia,Average yield (tons per acre),v47232,9.2,10.25
1975,Nova Scotia,Average yield (tons per acre),v47232,9.2,7.00
1976,Nova Scotia,Average yield (tons per acre),v47232,9.2,8.00
1908,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,179.00
1909,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,235.00
1910,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,91.00
1911,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,127.00
1912,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,140.00
1913,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,117.00
1914,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,87.00
1915,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,90.00
1916,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,91.00
1917,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,80.00
1918,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,233.00
1919,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,407.00
1920,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,215.00
1921,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,191.00
1922,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,174.00
1923,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,126.00
1924,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,148.00
1925,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,164.00
1926,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,164.00
1927,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,152.00
1928,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,194.00
1929,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,173.00
1930,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,141.00
1931,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,112.00
1932,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,129.00
1933,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,148.00
1934,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,142.00
1935,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,167.00
1936,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,190.00
1937,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,146.00
1938,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,162.00
1939,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,150.00
1940,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,176.00
1941,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,136.00
1942,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,129.00
1943,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,122.00
1944,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,118.00
1945,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,84.00
1946,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,97.00
1947,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,55.00
1948,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,65.00
1949,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,61.00
1950,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,69.00
1951,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,70.00
1952,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,64.00
1953,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,65.00
1954,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,64.00
1955,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,62.00
1956,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,56.00
1957,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,46.00
1958,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,51.00
1959,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,40.00
1960,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,30.00
1961,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,28.00
1962,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,28.00
1963,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,25.00
1964,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,23.00
1965,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,20.00
1966,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,18.00
1967,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,12.00
1968,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,11.00
1969,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,12.00
1970,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,8.00
1971,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,6.00
1972,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,4.00
1973,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,5.00
1974,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,8.00
1975,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,4.00
1976,Nova Scotia,"Production (tons x 1,000)",v47244,9.3,4.00
1908,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,11.78
1909,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,8.00
1910,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,7.05
1911,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,13.16
1912,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,13.61
1913,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,14.40
1914,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,15.23
1915,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,13.59
1916,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,16.78
1917,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,18.76
1918,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,23.20
1919,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,24.01
1920,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,24.97
1921,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,8.00
1922,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,12.01
1923,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,11.97
1924,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,10.01
1925,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,12.57
1926,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,16.96
1927,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,9.00
1928,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,9.99
1929,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,11.98
1930,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,7.98
1931,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,6.01
1932,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,7.98
1933,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,10.01
1934,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,8.01
1935,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,7.99
1936,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,8.01
1937,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,7.98
1938,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,8.99
1939,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,10.40
1940,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,9.98
1941,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,11.40
1942,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,9.00
1943,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,16.80
1944,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,17.00
1945,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,30.20
1946,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,20.00
1947,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,20.00
1948,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,23.00
1949,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,26.00
1950,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,23.00
1951,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,28.00
1952,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,21.60
1953,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,16.00
1954,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,20.00
1955,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,28.00
1956,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,27.40
1957,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,32.00
1958,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,18.00
1959,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,19.00
1960,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,19.25
1961,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,19.75
1962,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,19.00
1963,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,18.00
1964,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,19.00
1965,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,30.00
1966,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,30.60
1967,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,30.00
1968,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,32.00
1969,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,42.00
1970,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,30.00
1971,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,31.30
1972,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,49.60
1973,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,60.90
1974,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,68.40
1975,Nova Scotia,Average farm price (dollars per ton),v47256,9.4,125.60
1908,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2108.00
1909,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1879.00
1910,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,642.00
1911,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1671.00
1912,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1906.00
1913,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1685.00
1914,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1325.00
1915,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1223.00
1916,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1527.00
1917,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1501.00
1918,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,5406.00
1919,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,9773.00
1920,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,5368.00
1921,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1528.00
1922,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2090.00
1923,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1508.00
1924,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1482.00
1925,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2061.00
1926,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2781.00
1927,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1368.00
1928,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1939.00
1929,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2072.00
1930,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1125.00
1931,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,673.00
1932,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1030.00
1933,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1482.00
1934,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1138.00
1935,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1335.00
1936,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1521.00
1937,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1165.00
1938,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1457.00
1939,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1560.00
1940,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1756.00
1941,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1550.00
1942,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1161.00
1943,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2050.00
1944,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2006.00
1945,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,2537.00
1946,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1940.00
1947,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1100.00
1948,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1495.00
1949,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1586.00
1950,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1587.00
1951,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1960.00
1952,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1382.00
1953,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1040.00
1954,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1280.00
1955,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1736.00
1956,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1534.00
1957,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,1472.00
1958,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,918.00
1959,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,760.00
1960,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,578.00
1961,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,553.00
1962,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,532.00
1963,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,450.00
1964,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,437.00
1965,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,600.00
1966,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,551.00
1967,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,360.00
1968,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,352.00
1969,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,504.00
1970,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,240.00
1971,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,188.00
1972,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,198.00
1973,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,304.00
1974,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,547.00
1975,Nova Scotia,"Total farm value (dollars x 1,000)",v47268,9.5,528.00
1908,New Brunswick,Seeded area (acres),v47221,10.1,5800.00
1909,New Brunswick,Seeded area (acres),v47221,10.1,5400.00
1910,New Brunswick,Seeded area (acres),v47221,10.1,8600.00
1911,New Brunswick,Seeded area (acres),v47221,10.1,9900.00
1912,New Brunswick,Seeded area (acres),v47221,10.1,10000.00
1913,New Brunswick,Seeded area (acres),v47221,10.1,9000.00
1914,New Brunswick,Seeded area (acres),v47221,10.1,8400.00
1915,New Brunswick,Seeded area (acres),v47221,10.1,8000.00
1916,New Brunswick,Seeded area (acres),v47221,10.1,7700.00
1917,New Brunswick,Seeded area (acres),v47221,10.1,7700.00
1918,New Brunswick,Seeded area (acres),v47221,10.1,18500.00
1919,New Brunswick,Seeded area (acres),v47221,10.1,24300.00
1920,New Brunswick,Seeded area (acres),v47221,10.1,20000.00
1921,New Brunswick,Seeded area (acres),v47221,10.1,17700.00
1922,New Brunswick,Seeded area (acres),v47221,10.1,16200.00
1923,New Brunswick,Seeded area (acres),v47221,10.1,10800.00
1924,New Brunswick,Seeded area (acres),v47221,10.1,10700.00
1925,New Brunswick,Seeded area (acres),v47221,10.1,11700.00
1926,New Brunswick,Seeded area (acres),v47221,10.1,12200.00
1927,New Brunswick,Seeded area (acres),v47221,10.1,12300.00
1928,New Brunswick,Seeded area (acres),v47221,10.1,13900.00
1929,New Brunswick,Seeded area (acres),v47221,10.1,13800.00
1930,New Brunswick,Seeded area (acres),v47221,10.1,13600.00
1931,New Brunswick,Seeded area (acres),v47221,10.1,9300.00
1932,New Brunswick,Seeded area (acres),v47221,10.1,10300.00
1933,New Brunswick,Seeded area (acres),v47221,10.1,11100.00
1934,New Brunswick,Seeded area (acres),v47221,10.1,11600.00
1935,New Brunswick,Seeded area (acres),v47221,10.1,11700.00
1936,New Brunswick,Seeded area (acres),v47221,10.1,11800.00
1937,New Brunswick,Seeded area (acres),v47221,10.1,11500.00
1938,New Brunswick,Seeded area (acres),v47221,10.1,12200.00
1939,New Brunswick,Seeded area (acres),v47221,10.1,12600.00
1940,New Brunswick,Seeded area (acres),v47221,10.1,12700.00
1941,New Brunswick,Seeded area (acres),v47221,10.1,10800.00
1942,New Brunswick,Seeded area (acres),v47221,10.1,10200.00
1943,New Brunswick,Seeded area (acres),v47221,10.1,10600.00
1944,New Brunswick,Seeded area (acres),v47221,10.1,9400.00
1945,New Brunswick,Seeded area (acres),v47221,10.1,8300.00
1946,New Brunswick,Seeded area (acres),v47221,10.1,7500.00
1947,New Brunswick,Seeded area (acres),v47221,10.1,6600.00
1948,New Brunswick,Seeded area (acres),v47221,10.1,5800.00
1949,New Brunswick,Seeded area (acres),v47221,10.1,4900.00
1950,New Brunswick,Seeded area (acres),v47221,10.1,4800.00
1951,New Brunswick,Seeded area (acres),v47221,10.1,4100.00
1952,New Brunswick,Seeded area (acres),v47221,10.1,4500.00
1953,New Brunswick,Seeded area (acres),v47221,10.1,3600.00
